FromStratumID,FromSecondaryStratumID,FromStateClassID,FromStockTypeID,ToStockTypeID,TransitionGroupID,StateAttributeTypeID,FlowTypeID,Multiplier
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Fine Root,DOM: Aboveground Very Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Fine Root -> Aboveground Very Fast,0.5
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Fine Root,DOM: Belowground Very Fast,Fire: High Severity [Type],NA,Wildfire: Fine Root -> Belowground Very Fast,0.5
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Fine Root,DOM: Belowground Very Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Fine Root -> Belowground Very Fast,0.5
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Foliage,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Foliage -> CH4,0.01
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Foliage,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Foliage -> CO,0.09
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Foliage,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Foliage -> CO2,0.9
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Foliage,DOM: Aboveground Very Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Foliage -> Aboveground Very Fast,1
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Merchantable,DOM: Aboveground Medium,Management: Forest Clearcut [Type],NA,97% clear-cut: Merchantable -> Aboveground Medium,0.03
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Merchantable,DOM: Snag Stem,Fire: High Severity [Type],NA,Wildfire: Merchantable -> Snag Stem,1
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Merchantable,Forestry Sector,Management: Forest Clearcut [Type],NA,97% clear-cut: Merchantable -> Forestry Sector,0.97
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Other Wood,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Other Wood -> CH4,0.0025
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Other Wood,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Other Wood -> CO,0.0225
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Other Wood,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Other Wood -> CO2,0.225
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Other Wood,DOM: Aboveground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Other Wood -> Aboveground Fast,1
NA,NA,Forest: Hemlock/Sitka Spruce Group,Biomass: Other Wood,DOM: Snag Branch,Fire: High Severity [Type],NA,Wildfire: Other Wood -> Snag Branch,0.75
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Aboveground Fast,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Fast -> CH4,0.0079
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Aboveground Fast,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Fast -> CO,0.0715
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Aboveground Fast,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Fast -> CO2,0.7153
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Aboveground Medium,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Medium -> CH4,0.0045
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Aboveground Medium,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Medium -> CO,0.0406
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Aboveground Medium,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Medium -> CO2,0.4065
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Aboveground Slow,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Slow -> CH4,0.0031
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Aboveground Slow,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Slow -> CO,0.0282
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Aboveground Slow,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Slow -> CO2,0.2822
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Aboveground Very Fast,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Very Fast -> CH4,0.01
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Aboveground Very Fast,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Very Fast -> CO,0.09
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Aboveground Very Fast,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Very Fast -> CO2,0.9
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Snag Branch,DOM: Aboveground Fast,Fire: High Severity [Type],NA,Wildfire: Snag Branch -> Aboveground Fast,1
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Snag Branch,DOM: Aboveground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Snag Branch -> Aboveground Fast,1
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Snag Stem,DOM: Aboveground Medium,Fire: High Severity [Type],NA,Wildfire: Snag Stem -> Aboveground Medium,1
NA,NA,Forest: Hemlock/Sitka Spruce Group,DOM: Snag Stem,DOM: Aboveground Medium,Management: Forest Clearcut [Type],NA,97% clear-cut: Snag Stem -> Aboveground Medium,1
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Coarse Root,DOM: Aboveground Fast,Fire: High Severity [Type],NA,Wildfire: Coarse Root -> Aboveground Fast,0.5
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Coarse Root,DOM: Aboveground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Coarse Root -> Aboveground Fast,0.5
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Coarse Root,DOM: Belowground Fast,Fire: High Severity [Type],NA,Wildfire: Coarse Root -> Belowground Fast,0.5
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Coarse Root,DOM: Belowground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Coarse Root -> Belowground Fast,0.5
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Fine Root,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Fine Root -> CH4,0.0013
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Fine Root,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Fine Root -> CO,0.012
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Fine Root,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Fine Root -> CO2,0.1202
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Fine Root,DOM: Aboveground Very Fast,Fire: High Severity [Type],NA,Wildfire: Fine Root -> Aboveground Very Fast,0.3665
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Fine Root,DOM: Aboveground Very Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Fine Root -> Aboveground Very Fast,0.5
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Fine Root,DOM: Belowground Very Fast,Fire: High Severity [Type],NA,Wildfire: Fine Root -> Belowground Very Fast,0.5
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Fine Root,DOM: Belowground Very Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Fine Root -> Belowground Very Fast,0.5
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Foliage,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Foliage -> CH4,0.01
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Foliage,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Foliage -> CO,0.09
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Foliage,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Foliage -> CO2,0.9
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Foliage,DOM: Aboveground Very Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Foliage -> Aboveground Very Fast,1
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Merchantable,DOM: Aboveground Medium,Management: Forest Clearcut [Type],NA,97% clear-cut: Merchantable -> Aboveground Medium,0.03
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Merchantable,DOM: Snag Stem,Fire: High Severity [Type],NA,Wildfire: Merchantable -> Snag Stem,1
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Merchantable,Forestry Sector,Management: Forest Clearcut [Type],NA,97% clear-cut: Merchantable -> Forestry Sector,0.97
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Other Wood,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Other Wood -> CH4,0.0025
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Other Wood,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Other Wood -> CO,0.0225
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Other Wood,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Other Wood -> CO2,0.225
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Other Wood,DOM: Aboveground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Other Wood -> Aboveground Fast,1
NA,NA,Forest: Loblolly/Shortleaf Pine Group,Biomass: Other Wood,DOM: Snag Branch,Fire: High Severity [Type],NA,Wildfire: Other Wood -> Snag Branch,0.75
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Aboveground Fast,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Fast -> CH4,0.0067
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Aboveground Fast,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Fast -> CO,0.0606
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Aboveground Fast,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Fast -> CO2,0.6056
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Aboveground Medium,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Medium -> CH4,0.0058
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Aboveground Medium,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Medium -> CO,0.0519
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Aboveground Medium,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Medium -> CO2,0.5189
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Aboveground Slow,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Slow -> CH4,0.0027
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Aboveground Slow,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Slow -> CO,0.024
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Aboveground Slow,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Slow -> CO2,0.2403
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Aboveground Very Fast,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Very Fast -> CH4,0.0099
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Aboveground Very Fast,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Very Fast -> CO,0.0888
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Aboveground Very Fast,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Very Fast -> CO2,0.8882
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Snag Branch,DOM: Aboveground Fast,Fire: High Severity [Type],NA,Wildfire: Snag Branch -> Aboveground Fast,1
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Snag Branch,DOM: Aboveground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Snag Branch -> Aboveground Fast,1
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Snag Stem,DOM: Aboveground Medium,Fire: High Severity [Type],NA,Wildfire: Snag Stem -> Aboveground Medium,1
NA,NA,Forest: Loblolly/Shortleaf Pine Group,DOM: Snag Stem,DOM: Aboveground Medium,Management: Forest Clearcut [Type],NA,97% clear-cut: Snag Stem -> Aboveground Medium,1
NA,NA,Forest: Lodgepole Pine Group,Biomass: Coarse Root,DOM: Aboveground Fast,Fire: High Severity [Type],NA,Wildfire: Coarse Root -> Aboveground Fast,0.5
NA,NA,Forest: Lodgepole Pine Group,Biomass: Coarse Root,DOM: Aboveground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Coarse Root -> Aboveground Fast,0.5
NA,NA,Forest: Lodgepole Pine Group,Biomass: Coarse Root,DOM: Belowground Fast,Fire: High Severity [Type],NA,Wildfire: Coarse Root -> Belowground Fast,0.5
NA,NA,Forest: Lodgepole Pine Group,Biomass: Coarse Root,DOM: Belowground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Coarse Root -> Belowground Fast,0.5
NA,NA,Forest: Lodgepole Pine Group,Biomass: Fine Root,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Fine Root -> CH4,0.0026
NA,NA,Forest: Lodgepole Pine Group,Biomass: Fine Root,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Fine Root -> CO,0.0235
NA,NA,Forest: Lodgepole Pine Group,Biomass: Fine Root,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Fine Root -> CO2,0.2349
NA,NA,Forest: Lodgepole Pine Group,Biomass: Fine Root,DOM: Aboveground Very Fast,Fire: High Severity [Type],NA,Wildfire: Fine Root -> Aboveground Very Fast,0.239
NA,NA,Forest: Lodgepole Pine Group,Biomass: Fine Root,DOM: Aboveground Very Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Fine Root -> Aboveground Very Fast,0.5
NA,NA,Forest: Lodgepole Pine Group,Biomass: Fine Root,DOM: Belowground Very Fast,Fire: High Severity [Type],NA,Wildfire: Fine Root -> Belowground Very Fast,0.5
NA,NA,Forest: Lodgepole Pine Group,Biomass: Fine Root,DOM: Belowground Very Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Fine Root -> Belowground Very Fast,0.5
NA,NA,Forest: Lodgepole Pine Group,Biomass: Foliage,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Foliage -> CH4,0.01
NA,NA,Forest: Lodgepole Pine Group,Biomass: Foliage,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Foliage -> CO,0.09
NA,NA,Forest: Lodgepole Pine Group,Biomass: Foliage,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Foliage -> CO2,0.9
NA,NA,Forest: Lodgepole Pine Group,Biomass: Foliage,DOM: Aboveground Very Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Foliage -> Aboveground Very Fast,1
NA,NA,Forest: Lodgepole Pine Group,Biomass: Merchantable,DOM: Aboveground Medium,Management: Forest Clearcut [Type],NA,97% clear-cut: Merchantable -> Aboveground Medium,0.03
NA,NA,Forest: Lodgepole Pine Group,Biomass: Merchantable,DOM: Snag Stem,Fire: High Severity [Type],NA,Wildfire: Merchantable -> Snag Stem,1
NA,NA,Forest: Lodgepole Pine Group,Biomass: Merchantable,Forestry Sector,Management: Forest Clearcut [Type],NA,97% clear-cut: Merchantable -> Forestry Sector,0.97
NA,NA,Forest: Lodgepole Pine Group,Biomass: Other Wood,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Other Wood -> CH4,0.0025
NA,NA,Forest: Lodgepole Pine Group,Biomass: Other Wood,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Other Wood -> CO,0.0225
NA,NA,Forest: Lodgepole Pine Group,Biomass: Other Wood,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Other Wood -> CO2,0.225
NA,NA,Forest: Lodgepole Pine Group,Biomass: Other Wood,DOM: Aboveground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Other Wood -> Aboveground Fast,1
NA,NA,Forest: Lodgepole Pine Group,Biomass: Other Wood,DOM: Snag Branch,Fire: High Severity [Type],NA,Wildfire: Other Wood -> Snag Branch,0.75
NA,NA,Forest: Lodgepole Pine Group,DOM: Aboveground Fast,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Fast -> CH4,0.0094
NA,NA,Forest: Lodgepole Pine Group,DOM: Aboveground Fast,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Fast -> CO,0.0843
NA,NA,Forest: Lodgepole Pine Group,DOM: Aboveground Fast,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Fast -> CO2,0.8428
NA,NA,Forest: Lodgepole Pine Group,DOM: Aboveground Medium,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Medium -> CH4,0.0082
NA,NA,Forest: Lodgepole Pine Group,DOM: Aboveground Medium,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Medium -> CO,0.0734
NA,NA,Forest: Lodgepole Pine Group,DOM: Aboveground Medium,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Medium -> CO2,0.7338
NA,NA,Forest: Lodgepole Pine Group,DOM: Aboveground Slow,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Slow -> CH4,0.0052
NA,NA,Forest: Lodgepole Pine Group,DOM: Aboveground Slow,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Slow -> CO,0.047
NA,NA,Forest: Lodgepole Pine Group,DOM: Aboveground Slow,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Slow -> CO2,0.4699
NA,NA,Forest: Lodgepole Pine Group,DOM: Aboveground Very Fast,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Very Fast -> CH4,0.01
NA,NA,Forest: Lodgepole Pine Group,DOM: Aboveground Very Fast,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Very Fast -> CO,0.09
NA,NA,Forest: Lodgepole Pine Group,DOM: Aboveground Very Fast,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Very Fast -> CO2,0.9
NA,NA,Forest: Lodgepole Pine Group,DOM: Snag Branch,DOM: Aboveground Fast,Fire: High Severity [Type],NA,Wildfire: Snag Branch -> Aboveground Fast,1
NA,NA,Forest: Lodgepole Pine Group,DOM: Snag Branch,DOM: Aboveground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Snag Branch -> Aboveground Fast,1
NA,NA,Forest: Lodgepole Pine Group,DOM: Snag Stem,DOM: Aboveground Medium,Fire: High Severity [Type],NA,Wildfire: Snag Stem -> Aboveground Medium,1
NA,NA,Forest: Lodgepole Pine Group,DOM: Snag Stem,DOM: Aboveground Medium,Management: Forest Clearcut [Type],NA,97% clear-cut: Snag Stem -> Aboveground Medium,1
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Coarse Root,DOM: Aboveground Fast,Fire: High Severity [Type],NA,Wildfire: Coarse Root -> Aboveground Fast,0.5
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Coarse Root,DOM: Aboveground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Coarse Root -> Aboveground Fast,0.5
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Coarse Root,DOM: Belowground Fast,Fire: High Severity [Type],NA,Wildfire: Coarse Root -> Belowground Fast,0.5
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Coarse Root,DOM: Belowground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Coarse Root -> Belowground Fast,0.5
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Fine Root,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Fine Root -> CH4,0.0013
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Fine Root,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Fine Root -> CO,0.012
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Fine Root,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Fine Root -> CO2,0.1202
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Fine Root,DOM: Aboveground Very Fast,Fire: High Severity [Type],NA,Wildfire: Fine Root -> Aboveground Very Fast,0.3665
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Fine Root,DOM: Aboveground Very Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Fine Root -> Aboveground Very Fast,0.5
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Fine Root,DOM: Belowground Very Fast,Fire: High Severity [Type],NA,Wildfire: Fine Root -> Belowground Very Fast,0.5
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Fine Root,DOM: Belowground Very Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Fine Root -> Belowground Very Fast,0.5
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Foliage,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Foliage -> CH4,0.01
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Foliage,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Foliage -> CO,0.09
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Foliage,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Foliage -> CO2,0.9
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Foliage,DOM: Aboveground Very Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Foliage -> Aboveground Very Fast,1
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Merchantable,DOM: Aboveground Medium,Management: Forest Clearcut [Type],NA,97% clear-cut: Merchantable -> Aboveground Medium,0.03
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Merchantable,DOM: Snag Stem,Fire: High Severity [Type],NA,Wildfire: Merchantable -> Snag Stem,1
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Merchantable,Forestry Sector,Management: Forest Clearcut [Type],NA,97% clear-cut: Merchantable -> Forestry Sector,0.97
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Other Wood,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Other Wood -> CH4,0.0025
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Other Wood,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Other Wood -> CO,0.0225
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Other Wood,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Other Wood -> CO2,0.225
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Other Wood,DOM: Aboveground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Other Wood -> Aboveground Fast,1
NA,NA,Forest: Longleaf/Slash Pine Group,Biomass: Other Wood,DOM: Snag Branch,Fire: High Severity [Type],NA,Wildfire: Other Wood -> Snag Branch,0.75
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Aboveground Fast,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Fast -> CH4,0.0067
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Aboveground Fast,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Fast -> CO,0.0606
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Aboveground Fast,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Fast -> CO2,0.6056
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Aboveground Medium,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Medium -> CH4,0.0058
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Aboveground Medium,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Medium -> CO,0.0519
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Aboveground Medium,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Medium -> CO2,0.5189
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Aboveground Slow,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Slow -> CH4,0.0027
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Aboveground Slow,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Slow -> CO,0.024
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Aboveground Slow,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Slow -> CO2,0.2403
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Aboveground Very Fast,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Aboveground Very Fast -> CH4,0.0099
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Aboveground Very Fast,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Aboveground Very Fast -> CO,0.0888
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Aboveground Very Fast,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Aboveground Very Fast -> CO2,0.8882
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Snag Branch,DOM: Aboveground Fast,Fire: High Severity [Type],NA,Wildfire: Snag Branch -> Aboveground Fast,1
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Snag Branch,DOM: Aboveground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Snag Branch -> Aboveground Fast,1
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Snag Stem,DOM: Aboveground Medium,Fire: High Severity [Type],NA,Wildfire: Snag Stem -> Aboveground Medium,1
NA,NA,Forest: Longleaf/Slash Pine Group,DOM: Snag Stem,DOM: Aboveground Medium,Management: Forest Clearcut [Type],NA,97% clear-cut: Snag Stem -> Aboveground Medium,1
NA,NA,Forest: Maple/Beech/Birch Group,Biomass: Coarse Root,DOM: Aboveground Fast,Fire: High Severity [Type],NA,Wildfire: Coarse Root -> Aboveground Fast,0.5
NA,NA,Forest: Maple/Beech/Birch Group,Biomass: Coarse Root,DOM: Aboveground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Coarse Root -> Aboveground Fast,0.5
NA,NA,Forest: Maple/Beech/Birch Group,Biomass: Coarse Root,DOM: Belowground Fast,Fire: High Severity [Type],NA,Wildfire: Coarse Root -> Belowground Fast,0.5
NA,NA,Forest: Maple/Beech/Birch Group,Biomass: Coarse Root,DOM: Belowground Fast,Management: Forest Clearcut [Type],NA,97% clear-cut: Coarse Root -> Belowground Fast,0.5
NA,NA,Forest: Maple/Beech/Birch Group,Biomass: Fine Root,Atmosphere: CH4,Fire: High Severity [Type],NA,Wildfire: Fine Root -> CH4,0.0013
NA,NA,Forest: Maple/Beech/Birch Group,Biomass: Fine Root,Atmosphere: CO,Fire: High Severity [Type],NA,Wildfire: Fine Root -> CO,0.0116
NA,NA,Forest: Maple/Beech/Birch Group,Biomass: Fine Root,Atmosphere: CO2,Fire: High Severity [Type],NA,Wildfire: Fine Root -> CO2,0.116
